assembly_key	original_fasta	total_bp	gc_percent	n_contigs	contig_n50	longest_contig	n_bases
GCA_018352595.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352595.1.fna	5373693	50.2831	194	160334	365265	0
GCA_018352875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352875.1.fna	5382269	50.2854	189	160334	365265	0
GCA_018352895.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352895.1.fna	5354763	50.2772	194	157596	365265	0
GCA_018352955.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352955.1.fna	5340680	50.2758	199	160333	365265	0
GCA_018353405.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018353405.1.fna	5343192	50.2851	188	160243	365266	0
GCA_018406765.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018406765.1.fna	5489636	50.3454	212	183875	614499	0
GCA_018406925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018406925.1.fna	5371053	50.2899	197	157597	365265	0
GCA_018407025.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018407025.1.fna	5353425	50.2802	187	157597	365250	0
GCA_018408995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018408995.1.fna	5475498	50.3361	209	178737	614499	0
GCA_018412205.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018412205.1.fna	5480910	50.3436	181	183875	616247	0
GCA_018483065.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483065.1.fna	5384672	50.2578	208	146581	365250	0
GCA_018483085.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483085.1.fna	5352099	50.2856	188	174460	365266	0
GCA_018483105.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483105.1.fna	5409364	50.2635	212	160336	365265	0
GCA_018483385.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483385.1.fna	5364749	50.2839	204	160334	365269	0
GCA_018483425.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483425.1.fna	5345459	50.2773	201	146581	365265	0
GCA_018483445.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483445.1.fna	5364811	50.2798	190	160333	365269	0
GCA_018483465.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483465.1.fna	5344047	50.281	180	146581	365250	0
GCA_018483505.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483505.1.fna	5346261	50.2825	201	157613	365265	0
GCA_018483625.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483625.1.fna	5383205	50.278	211	157597	365265	0
GCA_018483645.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483645.1.fna	5345491	50.2732	194	174460	365265	0
GCA_018483685.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483685.1.fna	5402777	50.2884	193	160334	365265	0
GCA_018483705.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483705.1.fna	5353358	50.2783	187	174460	365266	0
GCA_018483725.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018483725.1.fna	5374288	50.2823	189	145487	365265	0
GCA_018484205.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484205.1.fna	5330304	50.2828	193	174460	365266	0
GCA_018484545.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484545.1.fna	5363434	50.2693	209	160334	365265	0
GCA_018484565.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484565.1.fna	5338284	50.2911	191	174460	365265	0
GCA_018484665.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484665.1.fna	5354575	50.2886	200	146581	365265	0
GCA_018484705.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484705.1.fna	5484230	50.3392	208	183875	614499	0
GCA_018484725.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484725.1.fna	5348455	50.2689	194	160333	365265	0
GCA_018484745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484745.1.fna	5329342	50.2869	195	174460	365265	0
GCA_018484825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018484825.1.fna	5366704	50.2748	211	160336	365269	0
GCA_018547125.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018547125.1.fna	5368169	50.2797	186	174772	365297	0
GCA_018547145.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018547145.1.fna	5340288	50.2715	176	160334	365250	0
GCA_018547245.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018547245.1.fna	5352466	50.2818	193	160334	365265	0
GCA_018978645.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018978645.1.fna	5351688	50.2617	169	169776	614472	0
GCA_019047485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019047485.1.fna	5342194	50.273	168	160449	505635	0
GCA_019047525.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019047525.2.fna	5422222	50.2794	211	138262	407819	0
GCA_019047625.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019047625.2.fna	5403547	50.2753	219	148116	392270	0
GCA_019082365.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019082365.1.fna	5411326	50.2229	182	141845	411609	0
GCA_019250825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019250825.1.fna	5567726	50.28	205	132095	411349	0
GCA_019388775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019388775.1.fna	5373177	50.2882	212	149646	374747	0
GCA_019578155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578155.1.fna	5355401	50.2143	205	145376	365265	0
GCA_019578235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578235.1.fna	5337741	50.2907	197	160243	365265	0
GCA_019578255.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578255.1.fna	5342127	50.2891	197	174460	365265	0
GCA_019578275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578275.1.fna	5334998	50.2899	199	157506	365265	0
GCA_019578305.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578305.1.fna	5368274	50.2865	203	146765	365265	0
GCA_019578375.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578375.1.fna	5327983	50.2874	187	160333	365265	0
GCA_019578435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578435.1.fna	5450722	50.2016	195	146688	613660	0
GCA_019578475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578475.1.fna	5346673	50.2904	202	145499	365265	0
GCA_019578615.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578615.1.fna	5439630	50.194	189	142654	613660	0
GCA_019578705.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578705.1.fna	5347699	50.2876	198	157596	365265	0
GCA_019578725.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578725.1.fna	5340209	50.2863	201	157506	365265	0
GCA_019578765.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578765.1.fna	5372206	50.2126	209	174460	365265	0
GCA_019578785.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578785.1.fna	5371592	50.2724	198	160334	365265	0
GCA_019578805.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578805.1.fna	5370045	50.2755	197	145376	365265	0
GCA_019578845.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578845.1.fna	5404882	50.2451	230	160334	365265	0
GCA_019578925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019578925.1.fna	5348356	50.285	200	174460	365265	0
GCA_019579005.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579005.1.fna	5382796	50.2878	204	145376	365265	0
GCA_019579205.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579205.1.fna	5367315	50.28	197	160334	365265	0
GCA_019579225.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579225.1.fna	5356619	50.2892	203	174460	365265	0
GCA_019579305.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579305.2.fna	5388759	50.2639	231	145376	365265	0
GCA_019579325.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579325.1.fna	5362463	50.2203	183	142876	613660	0
GCA_019579345.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579345.1.fna	5332795	50.2861	209	174460	365266	0
GCA_019579385.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579385.1.fna	5333975	50.2914	200	174460	365265	0
GCA_019579405.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579405.1.fna	5416071	50.2559	240	157596	365265	0
GCA_019579425.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579425.1.fna	5326984	50.2803	200	157918	365265	0
GCA_019579465.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579465.1.fna	5347978	50.2943	214	174460	365265	0
GCA_019579485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579485.1.fna	5324377	50.2888	199	174460	365266	0
GCA_019579505.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579505.1.fna	5358584	50.2699	205	188019	365265	0
GCA_019579525.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579525.1.fna	5388468	50.2815	213	157597	365265	0
GCA_019579545.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579545.1.fna	5387950	50.2691	206	160334	376557	0
GCA_019579565.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579565.1.fna	5343637	50.3105	178	160334	365265	0
GCA_019579585.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579585.1.fna	5375239	50.2708	201	146765	365265	0
GCA_019579625.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579625.1.fna	5383954	50.2029	192	146504	613664	0
GCA_019579705.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579705.1.fna	5382400	50.1934	192	142858	613660	0
GCA_019579745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579745.1.fna	5350555	50.2858	193	174460	365266	0
GCA_019579825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579825.1.fna	5326453	50.2854	197	157506	365265	0
GCA_019579875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579875.1.fna	5402551	50.2711	206	160334	376557	0
GCA_019579905.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579905.1.fna	5374316	50.2631	204	146581	376557	0
GCA_019579925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579925.1.fna	5375037	50.1971	203	146504	613660	0
GCA_019579965.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019579965.1.fna	5402457	50.271	201	160334	376557	0
GCA_019580045.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019580045.1.fna	5332285	50.2857	201	157506	365265	0
GCA_019850765.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_019850765.1.fna	5443483	50.2141	204	156841	410878	0
GCA_020312375.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_020312375.1.fna	5545816	50.3161	201	142560	503020	0
GCA_020717265.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_020717265.1.fna	5414177	50.2253	196	157599	440898	0
GCA_020717285.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_020717285.1.fna	5427386	50.2112	198	142378	652390	0
GCA_020830805.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_020830805.1.fna	5434796	50.2151	189	185792	613646	0
GCA_020831265.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_020831265.1.fna	5431227	50.2056	204	157600	402168	0
GCA_022901455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_022901455.1.fna	5407417	50.2285	190	183844	613612	0
GCA_022979715.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_022979715.2.fna	5378680	50.2476	186	187934	611483	0
GCA_023058035.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_023058035.2.fna	5389702	50.2267	152	238554	374995	0
GCA_023830815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_023830815.1.fna	5428704	50.2977	203	124225	612754	0
GCA_023830835.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_023830835.1.fna	5437919	50.299	205	135882	444062	0
GCA_023830845.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_023830845.1.fna	5376938	50.3021	212	148117	444103	0
GCA_024362165.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024362165.1.fna	5439874	50.1807	200	160336	613654	0
GCA_024364335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024364335.1.fna	5410081	50.2407	184	146688	613657	0
GCA_024364355.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024364355.1.fna	5422126	50.2212	192	142858	613654	0
GCA_024364455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024364455.1.fna	5446479	50.172	193	146688	613654	0
GCA_024364515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024364515.1.fna	5453383	50.176	193	173354	613654	0
GCA_024368055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368055.1.fna	5465647	50.1886	191	146688	613654	0
GCA_024368095.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368095.1.fna	5439853	50.1757	193	160336	613654	0
GCA_024368115.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368115.1.fna	5438647	50.172	186	160336	613653	0
GCA_024368155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368155.1.fna	5417365	50.1822	185	160336	613654	0
GCA_024368195.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368195.1.fna	5445026	50.1768	186	157599	613654	0
GCA_024368255.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368255.1.fna	5449269	50.1762	192	206245	613654	0
GCA_024368275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368275.1.fna	5457653	50.1842	199	146505	613654	0
GCA_024368335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_024368335.1.fna	5364761	50.284	165	187929	516552	0
GCA_025308195.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_025308195.1.fna	5426815	50.3104	152	148115	503513	0
GCA_025601775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_025601775.1.fna	5414456	50.2875	173	159718	374753	0
GCA_025602735.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_025602735.1.fna	5469933	50.2232	205	148117	613664	0
GCA_025602755.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_025602755.1.fna	5424637	50.2883	160	149655	374759	0
GCA_025602775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_025602775.1.fna	5444343	50.2119	187	160336	613664	0
GCA_026065895.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026065895.2.fna	5365110	50.239	197	181049	612806	0
GCA_026066035.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066035.2.fna	5392833	50.2472	194	188305	611484	0
GCA_026066115.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066115.2.fna	5371971	50.2411	205	181013	611484	0
GCA_026066155.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066155.2.fna	5377411	50.2448	196	187934	611484	0
GCA_026066215.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066215.2.fna	5388361	50.2408	200	187934	611484	0
GCA_026066235.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066235.2.fna	5360931	50.2418	192	148116	614099	0
GCA_026066255.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066255.1.fna	5411550	50.2855	162	148419	374753	0
GCA_026066435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066435.1.fna	5348673	50.328	176	148117	613655	0
GCA_026066455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066455.1.fna	5353584	50.2874	176	148117	613655	0
GCA_026066515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066515.1.fna	5361260	50.2883	178	148117	613789	0
GCA_026066535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066535.1.fna	5321064	50.2919	158	169990	613655	0
GCA_026066555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066555.1.fna	5360577	50.2839	174	148117	613655	0
GCA_026066735.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066735.1.fna	5334301	50.2843	181	148117	613655	0
GCA_026066995.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026066995.2.fna	5389929	50.2383	190	181059	613232	0
GCA_026067115.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067115.2.fna	5380106	50.2405	192	181069	613229	0
GCA_026067375.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067375.2.fna	5338269	50.2595	167	188950	612806	0
GCA_026067415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067415.1.fna	5466190	50.2214	170	149655	374753	0
GCA_026067435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067435.1.fna	5425508	50.2857	169	149655	374753	0
GCA_026067535.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067535.2.fna	5325544	50.2622	157	188053	614369	0
GCA_026067555.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067555.2.fna	5361104	50.23	194	188127	611822	0
GCA_026067575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067575.1.fna	5307857	50.2941	157	157598	613655	0
GCA_026067615.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067615.1.fna	5431789	50.2833	165	148116	374753	0
GCA_026067635.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067635.2.fna	5384273	50.2384	195	188950	613599	0
GCA_026067675.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067675.1.fna	5354793	50.2839	175	160336	613655	0
GCA_026067695.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067695.1.fna	5360365	50.2863	187	160336	613655	0
GCA_026067715.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067715.2.fna	5394623	50.2457	188	178710	674106	0
GCA_026067735.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067735.1.fna	5365764	50.2917	195	148117	613655	0
GCA_026067755.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067755.1.fna	5344848	50.2904	189	148117	613655	0
GCA_026067775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067775.1.fna	5320051	50.2914	159	160335	613655	0
GCA_026067835.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067835.1.fna	5358797	50.2873	171	148117	613655	0
GCA_026067875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067875.1.fna	5344958	50.2949	160	182133	613655	0
GCA_026067895.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067895.1.fna	5364409	50.2878	181	148117	613655	0
GCA_026067915.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067915.1.fna	5360091	50.3073	214	145464	417730	0
GCA_026067935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067935.1.fna	5342159	50.3206	162	160336	613720	0
GCA_026067975.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026067975.1.fna	5405160	50.2881	200	146767	613655	0
GCA_026068075.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026068075.1.fna	5358390	50.2919	199	148117	613655	0
GCA_026068105.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026068105.1.fna	5424944	50.2915	166	148117	374753	0
GCA_026068195.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_026068195.2.fna	5315434	50.258	184	182035	613232	0
GCA_029714485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029714485.1.fna	5339222	50.356	244	108929	256593	0
GCA_029714505.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029714505.2.fna	5325496	50.3534	222	108765	394297	0
GCA_029714685.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029714685.2.fna	5335389	50.3108	196	103472	268946	0
GCA_029714745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029714745.1.fna	5349638	50.3183	270	102878	422775	0
GCA_029717045.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029717045.1.fna	5317825	50.281	190	110858	281742	0
GCA_029717065.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029717065.1.fna	5469766	50.2492	230	148480	613640	0
GCA_029823305.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823305.2.fna	5241007	50.308	210	106611	278561	0
GCA_029823365.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823365.1.fna	5368570	50.303	161	150286	505014	0
GCA_029823485.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823485.2.fna	5375238	50.2643	172	185754	528894	0
GCA_029823615.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823615.1.fna	5273072	50.3122	191	124149	277992	0
GCA_029823675.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823675.1.fna	5344479	50.3019	209	106532	374629	0
GCA_029823955.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029823955.1.fna	5316016	50.3034	217	104481	365719	0
GCA_029829415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_029829415.1.fna	5371653	50.3585	257	109295	313919	0
GCA_031936285.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_031936285.1.fna	5336796	50.2751	165	121906	432461	0
GCA_031936325.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_031936325.1.fna	5341949	50.2778	164	121760	503701	0
GCA_032204485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_032204485.1.fna	5350083	50.3205	199	144243	665908	0
